supplier_id,name,industry,country,city,address,postal_code,political_risk,trade_risk,natural_disaster_risk,revenue_growth_yoy,net_profit_margin,credit_rating,on_time_delivery_rate,quality_score,response_time_hours,years_in_business,employee_count,certification,email,phone,total_orders,actual_on_time_rate,total_business_value,completed_orders,products
SUP1308,Stellar Limited,Textiles,India,Pimpri-Chinchwad,767 Industrial Area,980158,2.3,3.0,5.7,26.66,16.56,AA-,85.28,3.37,44.6,21,2822,ISO 9001,info@stellarlimited.in,+91-11-46100742,220,97.21,30648490.44,189,"bed linens, upholstery fabrics"
SUP1309,Premier Corporation,Textiles,India,Vadodara,82 Main Street,412009,1.9,2.8,4.9,8.26,5.61,A,78.68,4.55,30.9,3,671,ISO 14001,info@premiercorporation.in,+91-33-67175987,358,68.7,49949298.06,347,"upholstery fabrics, bed linens"
SUP1310,Sigma Solutions,Food & Beverage,India,Howrah,204 MG Road,258650,4.5,4.1,6.0,34.67,11.23,BBB+,79.82,3.13,24.7,25,1093,ISO 14001,info@sigmasolutions.in,+91-20-40570418,251,94.44,9505941.47,203,"canned goods, processed foods, confectionery"
SUP1311,Innovative Pvt Ltd,Pharma,India,Bangalore,641 Main Street,797482,4.2,3.2,2.4,33.88,6.42,A+,77.64,3.14,3.0,26,3751,ISO 14001,info@innovativepvtltd.in,+91-80-73553469,482,80.27,32786067.94,359,"ointments, injections, syrups"
SUP1312,Advanced Manufacturing,Textiles,India,Chennai,658 Business District,106748,3.1,1.2,5.5,28.5,2.32,BBB+,79.66,4.68,1.4,2,1222,ISO 9001,info@advancedmanufacturing.in,+91-20-85157231,315,80.46,15126309.55,276,"synthetic fibers, denim, silk fabrics"
SUP1313,Premier Group,Electronics,India,Agra,23 Industrial Area,658477,3.5,1.5,3.2,25.55,10.4,A+,88.22,4.2,9.7,44,1968,ISO 9001,info@premiergroup.in,+91-33-68807777,138,87.35,6744827.43,137,"tablets, smartphones, processors"
SUP1314,Zenith Industries,Construction,India,Ranchi,144 Zone 35,517508,3.7,2.1,4.0,12.15,12.82,AAA,90.44,3.54,43.4,12,2834,ISO 14001,info@zenithindustries.in,+91-79-21809816,25,75.68,29967053.12,17,"roofing materials, bricks"
SUP1315,Sigma International,Machinery,India,Amritsar,201 Zone 8,449606,2.8,1.8,4.7,33.15,6.96,BB,84.15,3.12,16.4,45,476,ISO 9001,info@sigmainternational.in,+91-11-78891288,389,86.64,32950965.77,278,"packaging machines, presses, assembly line equipment"
SUP1316,Prime India,Machinery,India,Srinagar,187 Business District,657603,3.6,4.2,4.5,11.37,9.11,AA+,80.27,4.93,30.8,41,4701,ISO 14001,info@primeindia.in,+91-80-36294858,424,79.2,12632008.69,392,"packaging machines, presses, assembly line equipment"
SUP1317,Sigma Exports,Chemicals,India,Rajkot,279 Main Street,479485,5.1,3.4,4.1,30.31,3.84,BBB-,76.11,4.6,4.0,3,2712,ISO 9001,info@sigmaexports.in,+91-20-37205616,73,72.3,46155565.48,58,"catalysts, specialty chemicals, reagents"
SUP1318,Vertex Associates,Machinery,India,Pune,407 Industrial Area,362231,1.9,4.0,6.0,31.18,13.33,AAA,84.63,3.14,31.2,14,94,ISO 14001,info@vertexassociates.in,+91-22-59027030,246,85.48,32137448.31,215,"hydraulic pumps, CNC machines, compressors"
SUP1319,Horizon India,Electronics,India,Allahabad,640 MG Road,786936,4.8,1.2,2.8,12.04,2.37,AAA,76.78,4.62,21.6,3,1868,ISO 9001,info@horizonindia.in,+91-40-50455762,170,86.13,10910897.58,118,"cameras, semiconductors"
SUP1320,Precision Group,Food & Beverage,India,Surat,275 Business District,248668,4.0,1.3,6.9,7.45,10.35,A,94.31,4.26,25.5,28,4029,ISO 9001,info@precisiongroup.in,+91-79-10282033,394,94.18,1958971.36,294,"spices, packaged snacks, beverages"
SUP1321,Summit Group,Automotive,India,Kalyan-Dombivali,309 Zone 48,634397,3.7,4.2,4.0,33.91,6.78,AA-,98.63,4.01,22.6,44,2629,ISO 9001,info@summitgroup.in,+91-79-12850836,26,67.99,761333.54,25,"wiring harnesses, lighting systems, batteries"
SUP1322,Horizon Industries,Electronics,India,Kanpur,758 Main Street,256430,5.2,4.2,7.0,22.2,4.47,BBB-,92.04,3.48,39.0,40,699,,info@horizonindustries.in,+91-80-70730858,148,92.34,37846629.29,109,"motherboards, LED displays"
SUP1323,Precision Exports,Machinery,India,Howrah,183 MG Road,774773,5.4,3.3,3.2,30.05,3.48,BBB+,72.12,3.04,7.7,44,1280,ISO 14001,info@precisionexports.in,+91-80-57742634,431,78.96,5976583.45,333,"CNC machines, compressors"
SUP1324,Paramount Supplies,Machinery,India,Delhi,329 Sector 57,660512,2.0,1.2,2.3,11.47,6.28,BBB,98.37,3.21,2.8,44,4520,ISO 14001,info@paramountsupplies.in,+91-22-22707651,113,73.51,14996447.7,82,"industrial robots, motors"
SUP1325,Quantum Manufacturing,Pharma,India,Dhanbad,592 Zone 41,200086,2.5,3.5,5.8,14.04,17.67,BBB,76.67,4.01,34.0,40,2252,,info@quantummanufacturing.in,+91-79-60562100,260,89.99,13280483.42,260,"nutraceuticals, generic drugs"
SUP1326,Dynamic Associates,Pharma,India,Ghaziabad,255 Industrial Area,731432,4.7,1.7,2.3,4.19,2.13,AA-,76.67,4.04,3.6,41,2834,ISO 14001,info@dynamicassociates.in,+91-80-69518042,38,66.36,49174224.66,36,"nutraceuticals, herbal medicines"
SUP1327,Metro Company,Food & Beverage,India,Hyderabad,889 Industrial Area,954967,4.2,3.6,7.0,27.9,17.08,A+,83.39,3.25,21.0,43,1810,ISO 14001,info@metrocompany.in,+91-40-38749355,295,97.55,45788033.55,242,"cooking oils, sauces, condiments"
SUP1328,Apex Solutions,Food & Beverage,India,Aurangabad,58 Sector 39,849882,4.5,2.2,4.5,14.84,15.22,A+,85.22,4.27,24.6,42,4503,ISO 14001,info@apexsolutions.in,+91-44-44128060,208,93.85,44074339.86,196,"beverages, spices, packaged snacks"
SUP1329,Sigma India,Construction,India,Ranchi,830 Business District,380717,4.5,3.2,2.7,28.18,8.93,BBB,78.32,3.88,42.4,37,1187,ISO 14001,info@sigmaindia.in,+91-22-39861080,448,81.09,26575788.05,321,"electrical fittings, doors"
SUP1330,Stellar Corporation,Pharma,India,Coimbatore,601 Industrial Area,410881,2.1,2.7,3.3,18.93,11.84,AA+,72.86,3.53,6.5,25,3329,ISO 14001,info@stellarcorporation.in,+91-22-19573698,207,68.21,7858418.43,201,"syrups, injections, ointments"
SUP1331,Supreme Exports,Food & Beverage,India,Chennai,757 Sector 98,505772,4.1,3.4,2.8,15.19,3.32,A+,95.69,4.83,25.4,6,3648,ISO 14001,info@supremeexports.in,+91-40-72023973,151,65.21,34493056.65,126,"instant foods, coffee"
SUP1332,Phoenix Works,Electronics,India,Ghaziabad,786 Industrial Area,927188,4.9,1.7,2.2,12.12,13.76,BB,79.32,4.74,38.0,41,3832,ISO 9001,info@phoenixworks.in,+91-80-90991106,68,97.9,7320046.71,56,"tablets, processors, smartphones"
SUP1333,Universal Associates,Electronics,India,Lucknow,209 Main Street,595220,2.3,1.3,2.0,16.96,13.19,A-,91.97,4.05,27.6,30,3911,ISO 14001,info@universalassociates.in,+91-11-52603907,256,80.53,32864984.53,192,"adapters, power supplies"
SUP1334,Universal Group,Pharma,India,Ludhiana,859 MG Road,295886,4.4,4.3,3.9,30.77,15.38,A-,79.78,4.85,2.0,40,3900,ISO 9001,info@universalgroup.in,+91-80-89048937,498,69.56,20183459.35,498,"capsules, tablets, pharmaceutical APIs"
SUP1335,Innovative Corporation,Electronics,India,Ghaziabad,908 Business District,602089,2.1,3.9,2.1,10.87,3.47,A,77.6,3.6,2.9,14,564,ISO 9001,info@innovativecorporation.in,+91-44-59753443,313,80.32,31245852.65,233,"chargers, power supplies"
SUP1336,Zenith Corporation,Electronics,India,Srinagar,759 Business District,855505,3.3,1.1,5.2,-1.46,12.5,A-,92.29,4.13,14.2,22,1125,ISO 9001,info@zenithcorporation.in,+91-11-41108672,311,86.86,21105258.81,290,"memory chips, LED displays"
SUP1337,Synergy Technologies,Electronics,India,Delhi,325 MG Road,941310,3.4,4.3,4.6,18.78,4.39,AA+,81.69,4.9,11.0,40,3879,ISO 14001,info@synergytechnologies.in,+91-11-80513526,140,67.64,22646532.66,115,"adapters, power supplies, chargers"
SUP1338,Stellar Associates,Food & Beverage,India,Jabalpur,979 Zone 8,974119,5.1,2.6,3.5,27.49,12.77,AA+,80.08,3.8,19.2,10,3391,ISO 14001,info@stellarassociates.in,+91-33-55978864,414,80.29,46372090.62,402,"cooking oils, sauces"
SUP1339,Modern Exports,Automotive,India,Srinagar,433 Business District,396378,4.8,1.2,4.7,17.53,7.8,BB+,79.44,3.28,40.5,11,597,ISO 9001,info@modernexports.in,+91-40-99395171,264,90.01,33674314.58,229,"tires, body panels, wheels"
SUP1340,Vertex Manufacturing,Machinery,India,Faridabad,553 Zone 29,108529,4.3,3.5,6.1,33.18,8.17,AA,74.39,3.85,29.4,29,199,ISO 9001,info@vertexmanufacturing.in,+91-22-49344525,265,66.03,8501784.9,264,"CNC machines, compressors"
SUP1341,Titan Company,Machinery,India,Faridabad,225 Industrial Area,155999,4.9,2.4,2.1,31.28,6.53,A-,93.51,3.36,21.8,23,3041,,info@titancompany.in,+91-80-75298215,157,93.6,16332331.78,128,"transformers, turbines"
SUP1342,Horizon Traders,Food & Beverage,India,Nashik,456 Business District,262751,4.2,1.4,6.1,19.87,5.83,AA+,84.27,4.27,32.2,32,2356,ISO 9001,info@horizontraders.in,+91-20-83948749,473,68.03,32848024.2,364,"frozen foods, dairy products"
SUP1343,Innovative Supplies,Pharma,India,Nagpur,467 Main Street,463980,5.2,4.4,2.7,26.87,3.07,A,89.23,3.83,3.0,24,4564,ISO 9001,info@innovativesupplies.in,+91-20-30349486,176,82.82,42345432.15,125,"antibiotics, vitamins, pain relievers"
SUP1344,Orion Associates,Electronics,India,Pune,301 MG Road,580010,1.8,1.7,6.6,1.5,11.18,A+,75.95,4.27,30.8,18,3762,ISO 9001,info@orionassociates.in,+91-79-40464476,338,66.61,47429661.68,252,"processors, smartphones, tablets"
SUP1345,Modern International,Food & Beverage,India,Ludhiana,476 MG Road,972295,3.6,3.6,6.2,14.66,15.4,AA-,71.1,3.8,24.9,2,1657,ISO 14001,info@moderninternational.in,+91-20-59616940,461,82.16,38530065.05,384,"instant foods, tea, coffee"
SUP1346,Atlas Company,Construction,India,Lucknow,667 MG Road,701508,2.6,3.6,4.1,0.94,2.32,BBB+,95.96,4.55,45.8,20,2751,,info@atlascompany.in,+91-79-24192628,286,92.55,3981096.86,278,"insulation materials, windows, paint"
SUP1347,Excellence India,Machinery,India,Amritsar,280 Main Street,209620,2.9,2.7,2.2,18.42,12.5,BBB,82.83,3.46,2.3,15,1720,ISO 14001,info@excellenceindia.in,+91-79-39227884,396,77.01,26823136.12,394,"presses, assembly line equipment, packaging machines"
SUP1348,Quantum Traders,Machinery,India,Varanasi,723 Sector 98,417560,3.0,3.3,3.3,6.13,5.2,AA,96.54,4.63,1.6,30,1661,ISO 9001,info@quantumtraders.in,+91-79-30409979,425,74.44,13640724.52,382,"welding machines, drilling equipment"
SUP1349,Universal Pvt Ltd,Electronics,India,Pune,390 Sector 50,547519,4.6,1.7,5.8,29.56,5.65,BBB-,76.38,3.53,13.4,42,310,ISO 9001,info@universalpvtltd.in,+91-20-57818532,474,83.67,23699329.57,419,"laptops, monitors, circuit boards"
SUP1350,Quantum Associates,Machinery,India,Kanpur,627 Main Street,306962,5.5,1.2,4.6,24.33,16.55,BB+,71.3,4.94,47.3,31,4168,ISO 9001,info@quantumassociates.in,+91-44-67732191,340,71.32,8168528.44,298,"transformers, generators"
SUP1351,Orion Associates,Food & Beverage,India,Nagpur,652 Zone 8,229981,4.6,3.0,4.7,14.38,7.44,BB+,88.85,3.99,30.6,21,2576,ISO 9001,info@orionassociates.in,+91-22-23557206,310,92.46,27562433.63,301,"processed foods, canned goods"
SUP1352,Excellence Traders,Machinery,India,Chennai,893 Industrial Area,561619,2.3,4.3,4.6,3.58,17.16,BBB+,76.56,4.52,46.9,19,121,ISO 9001,info@excellencetraders.in,+91-33-11396858,356,66.52,16439941.57,334,"hydraulic pumps, CNC machines, compressors"
SUP1353,Royal Industries,Food & Beverage,India,Jaipur,721 Sector 22,881341,4.6,3.6,4.0,18.12,17.33,AA+,86.73,4.5,21.1,24,2374,,info@royalindustries.in,+91-11-87979085,337,87.3,26397442.89,246,"bakery items, frozen foods, dairy products"
SUP1354,National Associates,Automotive,India,Vasai-Virar,118 Zone 27,419583,4.7,2.8,6.7,15.74,5.1,BBB,93.54,3.53,7.8,19,2238,ISO 9001,info@nationalassociates.in,+91-20-74682069,260,84.78,38124169.37,240,"transmissions, bearings"
SUP1355,Strategic Company,Electronics,India,Srinagar,676 Business District,495457,5.4,1.2,5.2,27.14,13.38,BB,84.26,4.56,24.7,8,4942,ISO 9001,info@strategiccompany.in,+91-40-32004331,247,65.3,13634126.08,175,"memory chips, LED displays"
SUP1356,Excellence Works,Textiles,India,Bangalore,727 Main Street,202159,2.9,2.2,3.0,34.92,7.77,AA,94.6,3.12,45.9,20,4779,ISO 9001,info@excellenceworks.in,+91-80-23515660,163,82.08,13807085.47,143,"bed linens, upholstery fabrics, towels"
SUP1357,Pioneer Corporation,Textiles,India,Delhi,752 Industrial Area,652189,4.8,2.1,5.1,15.7,14.46,A,92.88,4.34,31.3,6,735,ISO 14001,info@pioneercorporation.in,+91-80-21624457,345,85.93,33900409.33,250,"towels, bed linens, upholstery fabrics"
SUP1358,International Group,Automotive,India,Delhi,28 Sector 46,381078,2.8,2.8,6.4,26.81,13.94,AA,94.15,4.26,21.2,28,4578,ISO 9001,info@internationalgroup.in,+91-40-51907384,493,80.28,20452726.9,452,"suspension parts, engine components, brake systems"
SUP1359,Prime Industries,Electronics,India,Pune,261 Industrial Area,446931,3.7,3.8,4.1,-0.55,15.37,BB,96.42,4.17,16.3,3,2154,ISO 14001,info@primeindustries.in,+91-44-84045943,310,65.8,40026235.26,224,"cameras, semiconductors, sensors"
SUP1360,Pioneer Manufacturing,Chemicals,India,Dhanbad,380 MG Road,134507,2.2,2.4,4.2,-2.73,5.6,BB+,81.98,3.8,17.8,16,2350,ISO 14001,info@pioneermanufacturing.in,+91-80-43052759,42,71.04,20657848.02,32,"polymers, industrial chemicals"
SUP1361,Alpha Products,Chemicals,India,Patna,279 Industrial Area,999267,1.5,1.5,3.4,25.88,10.73,A-,73.22,3.75,26.8,9,2950,ISO 14001,info@alphaproducts.in,+91-79-72682545,92,94.8,46100599.07,89,"coatings, solvents, paints"
SUP1362,Synergy Pvt Ltd,Machinery,India,Patna,971 Industrial Area,621850,2.4,1.6,6.4,16.42,9.4,BBB,76.07,3.3,19.8,26,4061,ISO 14001,info@synergypvtltd.in,+91-40-27798397,119,80.43,29933300.63,97,"packaging machines, assembly line equipment, presses"
SUP1363,Frontier Corporation,Pharma,India,Aurangabad,305 Zone 36,216077,4.2,4.3,2.7,23.75,9.68,AA-,76.84,4.94,27.0,10,3343,ISO 14001,info@frontiercorporation.in,+91-11-71944689,22,88.25,8017082.57,20,"antibiotics, vitamins"
SUP1364,Stellar Limited,Pharma,India,Surat,377 MG Road,906525,4.1,2.8,4.0,21.66,17.65,BB+,96.37,3.4,34.4,32,3512,ISO 9001,info@stellarlimited.in,+91-80-77402360,425,66.36,21883874.56,373,"syrups, ointments"
SUP1365,Vertex Solutions,Electronics,India,Varanasi,527 Zone 47,789353,3.4,1.2,3.7,13.86,12.93,AA+,85.47,4.7,34.4,37,4944,ISO 14001,info@vertexsolutions.in,+91-80-11003412,263,90.25,24391491.16,215,"power supplies, adapters, chargers"
SUP1366,Apex Associates,Chemicals,India,Ludhiana,929 MG Road,196761,3.7,3.5,2.5,9.18,10.03,BB,81.4,3.62,2.1,42,575,ISO 9001,info@apexassociates.in,+91-40-49107994,182,76.69,18741565.64,144,"polymers, adhesives, industrial chemicals"
SUP1367,Summit Group,Chemicals,India,Surat,835 Main Street,118203,4.4,4.3,4.1,10.3,12.62,AA+,94.06,4.7,14.1,42,1818,,info@summitgroup.in,+91-40-20642585,402,90.99,23977750.03,320,"catalysts, specialty chemicals, reagents"
SUP1368,Summit Pvt Ltd,Automotive,India,Agra,699 Main Street,440792,3.2,1.4,3.9,17.03,9.61,BBB+,88.15,4.42,19.3,33,872,ISO 9001,info@summitpvtltd.in,+91-40-24108875,305,81.68,12905994.23,239,"wiring harnesses, batteries, lighting systems"
SUP1369,Paramount Solutions,Pharma,India,Thane,182 Industrial Area,905379,4.9,3.0,5.5,7.35,10.82,BBB-,82.35,3.63,25.9,36,4551,ISO 14001,info@paramountsolutions.in,+91-20-85500035,118,84.67,31846242.18,118,"diagnostic kits, medical devices"
SUP1370,Horizon Associates,Food & Beverage,India,Delhi,723 Zone 49,469318,4.9,2.1,5.4,3.45,3.93,AA+,71.04,3.6,39.8,8,4390,ISO 14001,info@horizonassociates.in,+91-33-46362311,269,86.39,26408357.0,236,"instant foods, tea"
SUP1371,Prime India,Chemicals,India,Dhanbad,990 Main Street,389983,5.3,2.4,5.6,30.87,5.11,AAA,84.1,3.77,12.9,33,3840,ISO 9001,info@primeindia.in,+91-79-94740315,225,68.18,17003223.46,221,"dyes, pigments"
SUP1372,Omega Products,Chemicals,India,Bhopal,739 Main Street,789804,4.7,2.5,2.7,22.91,7.06,AA-,98.89,3.85,22.3,21,826,ISO 9001,info@omegaproducts.in,+91-22-53061341,320,75.89,46927049.92,224,"coatings, paints, solvents"
SUP1373,Phoenix Company,Electronics,India,Coimbatore,925 Business District,956608,2.9,3.6,5.3,0.04,3.22,BB+,75.62,4.9,39.5,30,1244,ISO 9001,info@phoenixcompany.in,+91-79-20083425,82,78.89,22635841.32,75,"adapters, power supplies, chargers"
SUP1374,Dynamic Group,Construction,India,Hyderabad,67 Business District,174954,4.2,3.3,2.2,7.81,8.57,AA+,74.32,3.7,18.4,37,2104,ISO 9001,info@dynamicgroup.in,+91-33-87655344,274,86.57,36806866.11,243,"roofing materials, bricks, tiles"
SUP1375,Pioneer Industries,Construction,India,Pimpri-Chinchwad,483 Main Street,857732,2.2,2.3,4.1,32.15,5.39,AAA,84.54,3.27,1.8,19,1624,,info@pioneerindustries.in,+91-80-88116705,140,88.72,5018093.51,122,"concrete mixers, cement, steel bars"
SUP1376,Atlas Traders,Food & Beverage,India,Lucknow,988 Main Street,964946,4.4,4.2,3.8,16.89,7.74,AAA,95.23,3.18,20.1,20,4078,ISO 14001,info@atlastraders.in,+91-11-87675901,236,72.58,28233715.49,168,"sauces, cooking oils, condiments"
SUP1377,Innovative Company,Construction,India,Nashik,968 MG Road,329140,4.6,4.3,3.8,10.55,16.94,AA,79.18,3.13,29.8,41,953,ISO 14001,info@innovativecompany.in,+91-11-93648531,279,74.7,36194946.24,220,"electrical fittings, doors"
SUP1378,Orion Traders,Food & Beverage,India,Aurangabad,855 MG Road,163472,3.9,3.8,6.2,10.58,16.3,AA,96.37,3.62,6.8,26,2370,ISO 9001,info@oriontraders.in,+91-33-29698891,373,87.63,19179899.39,282,"spices, beverages"
SUP1379,Vanguard Traders,Automotive,India,Vasai-Virar,96 Business District,187593,4.6,4.5,4.9,8.55,11.93,AAA,93.65,4.84,13.8,14,3922,ISO 9001,info@vanguardtraders.in,+91-44-24455575,45,75.56,16260113.24,45,"suspension parts, engine components"
SUP1380,Apex Manufacturing,Electronics,India,Nagpur,269 Zone 26,476473,4.2,1.4,6.6,11.23,11.14,BBB-,93.71,4.98,37.3,22,4092,ISO 14001,info@apexmanufacturing.in,+91-79-79687948,281,74.35,36208547.57,231,"power supplies, chargers, adapters"
SUP1381,Alpha Company,Electronics,India,Chennai,184 Business District,138643,2.4,1.2,6.5,7.6,7.12,AA+,76.79,3.57,9.9,43,2594,ISO 14001,info@alphacompany.in,+91-20-70561294,227,97.45,31409389.93,164,"semiconductors, sensors, cameras"
SUP1382,Universal Exports,Machinery,India,Ludhiana,648 Zone 17,671170,4.7,2.8,5.1,-1.2,14.11,AAA,71.03,4.66,34.8,8,1773,ISO 9001,info@universalexports.in,+91-44-96093183,483,88.65,18542176.13,454,"motors, conveyor systems"
SUP1383,Advanced Technologies,Chemicals,India,Lucknow,203 Business District,858998,2.8,1.6,3.9,29.38,4.33,BB+,92.91,3.24,39.1,23,4845,ISO 9001,info@advancedtechnologies.in,+91-44-18498201,324,95.1,40187823.0,241,"coatings, solvents, paints"
SUP1384,Alpha Group,Electronics,India,Ranchi,582 Zone 44,719175,4.4,1.6,6.3,-3.2,3.58,A+,96.53,3.98,6.4,36,1408,ISO 14001,info@alphagroup.in,+91-11-25772518,384,81.91,45785990.52,377,"semiconductors, sensors"
SUP1385,Quantum Company,Food & Beverage,India,Chennai,712 Industrial Area,932917,4.2,3.7,6.5,1.53,4.89,A+,80.64,3.51,25.6,34,2710,ISO 14001,info@quantumcompany.in,+91-20-30500924,400,90.78,28952345.58,394,"bakery items, frozen foods, dairy products"
SUP1386,Imperial Systems,Electronics,India,Agra,551 Sector 5,595745,5.5,1.9,5.3,18.38,13.89,AA-,86.48,4.78,1.5,43,3765,ISO 14001,info@imperialsystems.in,+91-22-22491800,237,67.02,13938341.47,210,"tablets, smartphones"
SUP1387,Global Limited,Chemicals,India,Mumbai,111 Sector 41,284854,4.3,4.0,5.0,9.24,8.05,BB,95.22,4.93,38.5,13,1219,,info@globallimited.in,+91-11-62792226,167,66.72,31988356.94,134,"resins, pigments, dyes"
SUP1388,Global Solutions,Food & Beverage,India,Lucknow,109 Main Street,253661,3.8,1.6,3.9,28.2,16.7,BBB+,98.98,3.08,27.9,42,2114,ISO 14001,info@globalsolutions.in,+91-22-66819519,319,68.81,9737989.71,275,"canned goods, confectionery"
SUP1389,Innovative Technologies,Pharma,India,Lucknow,147 Business District,128280,3.7,4.1,5.7,14.13,6.53,BBB,88.72,4.91,30.9,34,137,ISO 14001,info@innovativetechnologies.in,+91-11-13585358,334,93.88,24447583.51,252,"herbal medicines, nutraceuticals"
SUP1390,Metro Exports,Machinery,India,Kanpur,565 Sector 57,850345,2.1,3.5,4.2,18.29,12.94,A-,82.39,3.73,24.0,13,3880,ISO 14001,info@metroexports.in,+91-11-50601333,341,82.31,19470033.76,338,"generators, transformers, turbines"
SUP1391,Apex Technologies,Food & Beverage,India,Coimbatore,265 Zone 49,159438,3.2,4.1,4.3,23.83,10.25,A+,89.8,4.56,21.8,44,642,,info@apextechnologies.in,+91-11-88785811,286,71.83,20040090.74,270,"condiments, cooking oils"
SUP1392,Phoenix Traders,Food & Beverage,India,Ghaziabad,7 Main Street,241508,4.7,2.5,4.1,3.26,14.7,BBB-,85.81,3.6,7.8,31,3436,ISO 9001,info@phoenixtraders.in,+91-20-68776367,244,88.06,21025182.44,234,"coffee, instant foods"
SUP1393,Phoenix Supplies,Pharma,India,Faridabad,237 Zone 31,818643,5.5,3.4,2.1,4.03,17.05,AA+,83.8,4.99,32.7,32,2456,ISO 14001,info@phoenixsupplies.in,+91-33-60312312,351,89.05,14025870.35,259,"antibiotics, vitamins"
SUP1394,Universal Company,Chemicals,India,Ranchi,930 Sector 17,838188,1.8,2.8,6.6,5.05,12.29,BBB,91.63,4.68,47.9,36,3667,ISO 9001,info@universalcompany.in,+91-80-99788875,235,78.59,40112358.77,205,"polymers, adhesives, industrial chemicals"
SUP1395,Metro Works,Pharma,India,Vadodara,418 MG Road,566225,4.6,3.6,5.5,4.23,10.14,A-,70.63,4.22,19.3,20,3293,,info@metroworks.in,+91-11-32688775,256,83.73,22455047.22,245,"syrups, injections, ointments"
SUP1396,Paramount India,Automotive,India,Coimbatore,696 Sector 87,868748,2.6,4.3,5.5,27.98,12.55,AA-,81.51,3.31,20.2,24,2762,ISO 9001,info@paramountindia.in,+91-40-28513893,206,85.62,46299578.55,171,"wheels, body panels, tires"
SUP1397,Omega Industries,Textiles,India,Jabalpur,6 Main Street,577943,4.2,1.3,4.2,19.38,12.36,BB,91.75,4.26,5.4,11,718,ISO 9001,info@omegaindustries.in,+91-44-36632234,150,71.15,41870089.73,140,"silk fabrics, synthetic fibers, denim"
SUP1398,Royal Enterprises,Machinery,India,Chennai,861 MG Road,449799,3.7,3.1,6.1,12.79,7.18,A-,70.84,4.8,31.5,38,1562,ISO 14001,info@royalenterprises.in,+91-40-69524374,228,69.46,4349351.15,210,"drilling equipment, lathes"
SUP1399,Imperial Products,Chemicals,India,Lucknow,484 Main Street,795877,3.8,3.2,2.8,0.94,16.58,BB+,90.75,3.34,19.6,29,1798,ISO 14001,info@imperialproducts.in,+91-40-35970005,220,95.3,10538615.86,173,"pigments, dyes"
SUP1400,Horizon Exports,Textiles,India,Srinagar,401 Industrial Area,362080,4.9,1.6,5.7,-1.87,6.28,BBB,70.5,4.86,15.3,22,4951,ISO 9001,info@horizonexports.in,+91-33-12186670,234,78.37,30733679.96,214,"silk fabrics, denim"
SUP1401,Beta Manufacturing,Chemicals,India,Delhi,479 Industrial Area,608365,4.1,3.5,6.0,1.43,4.94,AA,85.13,3.82,16.7,8,4647,,info@betamanufacturing.in,+91-22-18284161,102,88.4,28658205.92,72,"pesticides, fertilizers"
SUP1402,Sigma Exports,Automotive,India,Varanasi,320 Industrial Area,359343,1.9,1.3,2.2,34.56,14.61,A-,84.26,4.44,27.7,4,444,ISO 9001,info@sigmaexports.in,+91-11-13057313,38,88.05,25468804.11,38,"transmissions, clutches, bearings"
SUP1403,Pinnacle Exports,Electronics,India,Navi Mumbai,466 Business District,794437,3.7,1.9,4.3,23.66,9.08,BBB,75.37,3.45,2.0,4,3261,ISO 14001,info@pinnacleexports.in,+91-11-34444861,101,91.87,17633686.78,95,"cameras, semiconductors"
SUP1404,United India,Textiles,India,Navi Mumbai,697 Main Street,570829,4.2,2.4,6.7,22.56,14.99,A-,78.1,3.39,31.8,14,4562,ISO 14001,info@unitedindia.in,+91-20-31285071,309,77.1,35654259.3,230,"polyester yarn, cotton fabrics, finished garments"
SUP1405,Pioneer Limited,Electronics,India,Pune,322 Business District,176808,3.4,1.3,6.5,-3.41,13.27,A-,98.3,4.83,31.3,3,3093,ISO 9001,info@pioneerlimited.in,+91-44-77279294,487,66.02,33292952.04,437,"laptops, circuit boards, monitors"
SUP1406,Horizon Technologies,Food & Beverage,India,Bhopal,842 Business District,823702,2.8,2.0,2.8,8.09,12.4,BB+,80.93,3.43,44.5,15,3973,ISO 14001,info@horizontechnologies.in,+91-44-19869337,20,81.1,31069243.91,19,"frozen foods, bakery items"
SUP1407,Apex Exports,Textiles,India,Meerut,87 Sector 99,135623,3.4,2.0,3.4,10.1,2.12,AAA,72.55,4.96,21.1,26,1696,ISO 14001,info@apexexports.in,+91-22-77853307,236,90.6,47588146.47,224,"technical textiles, apparel fabrics"
SUP1408,International Pvt Ltd,Machinery,India,Nagpur,783 Business District,358084,1.8,3.8,5.0,19.29,9.74,BBB,79.43,3.31,29.2,36,4543,ISO 14001,info@internationalpvtltd.in,+91-44-52940005,107,95.2,48310800.77,85,"motors, conveyor systems, industrial robots"
SUP1409,Imperial Group,Construction,India,Indore,2 Sector 26,221594,4.1,3.2,4.0,34.66,11.25,A,90.58,3.32,40.2,8,2497,ISO 14001,info@imperialgroup.in,+91-33-27312182,72,91.41,38593056.91,61,"construction machinery, scaffolding, tools"
SUP1410,Horizon Works,Chemicals,India,Delhi,343 Sector 5,658204,2.3,3.6,4.3,-3.83,11.14,BBB+,76.61,3.2,23.6,40,2577,,info@horizonworks.in,+91-20-60305958,296,80.01,31436050.61,221,"herbicides, fertilizers"
