po_number,supplier_id,supplier_name,order_date,expected_delivery_date,actual_delivery_date,status,item_description,quantity,unit_price,subtotal,tax_rate,tax_amount,total_amount,currency,on_time_delivery,payment_terms,shipping_method,created_by,quality_rating,political_risk_rating,trade_risk_rating,natural_disaster_risk_rating,delivery_rating,response_time_rating,overall_rating,rating_comments
PO13696,SUP1294,Sigma Company,2025-07-01,2025-07-06,,Cancelled,Bulk order of apparel fabrics,202.0,3319.67,670573.34,0.18,120703.2,791276.54,INR,,Net 90,Rail,Kavita Joshi,3.32,3.6,3.6,3.3,4.07,3.73,3.71,Delayed shipment
PO13697,SUP1073,Zenith Traders,2024-12-14,2024-12-22,,Cancelled,Bulk order of brake systems,66.0,22743.81,1501091.46,0.18,270196.46,1771287.92,INR,,Net 30,Air Freight,Arjun Mehta,4.5,4.8,3.8,4.8,3.65,4.82,4.32,Exceeds quality standards
PO13698,SUP1084,Nexus Pvt Ltd,2025-06-13,2025-06-20,2025-06-29,Completed,Procurement of memory chips,395.0,11704.79,4623392.05,0.18,832210.57,5455602.62,INR,No,Net 90,Rail,Vikram Singh,3.29,2.8,2.9,5.2,2.79,4.59,3.56,Communication could be improved
PO13699,SUP1329,Sigma India,2025-08-19,2025-08-27,2025-08-27,Completed,Supply of doors,112.0,49498.43,5543824.16,0.18,997888.35,6541712.51,INR,Yes,Net 45,Rail,Priya Sharma,4.27,5.0,3.3,2.7,4.47,2.83,3.86,Delayed shipment
PO13700,SUP1174,Modern Solutions,2025-09-19,2025-10-08,2025-10-15,Delivered,Supply of electrical fittings,370.0,7016.79,2596212.3,0.18,467318.21,3063530.51,INR,No,Net 15,Sea Freight,Arjun Mehta,4.4,2.4,4.7,2.2,3.05,4.63,4.03,Dependable and quality-focused
PO13701,SUP1446,Elite India,2025-08-06,2025-08-18,,Pending,Purchase of packaged snacks,290.0,49336.91,14307703.9,0.18,2575386.7,16883090.6,INR,,Net 90,Express Courier,Nikhil Shah,4.49,4.1,4.3,5.6,3.35,4.5,4.11,Professional and responsive
PO13702,SUP1161,Global Limited,2025-01-17,2025-01-23,2025-01-28,Completed,Purchase of filters,257.0,25663.56,6595534.92,0.18,1187196.29,7782731.21,INR,No,Net 15,Rail,Amit Patel,4.49,2.8,2.8,3.0,3.54,3.2,3.74,Delayed shipment
PO13703,SUP1047,Advanced Exports,2025-10-07,2025-10-26,,Pending,Supply of sensors,365.0,21271.73,7764181.45,0.18,1397552.66,9161734.11,INR,,Net 60,Rail,Kavita Joshi,3.28,4.9,3.9,3.2,3.99,4.77,4.01,Excellent quality and timely delivery
PO13704,SUP1239,Dynamic Solutions,2025-07-18,2025-07-28,2025-08-06,Delivered,Procurement of coffee,471.0,46841.99,22062577.29,0.18,3971263.91,26033841.2,INR,No,Net 45,Air Freight,Rajesh Kumar,3.33,3.0,2.1,2.7,3.54,4.57,3.81,Product quality inconsistent
PO13705,SUP1215,Omega Solutions,2024-12-12,2024-12-25,2024-12-23,Delivered,cameras - industrial grade,294.0,42635.26,12534766.44,0.18,2256257.96,14791024.4,INR,Yes,Net 90,Air Freight,Anita Desai,4.95,4.5,3.1,5.4,4.92,4.66,4.84,Quality products delivered on time
PO13706,SUP1284,Continental International,2025-11-07,2025-11-12,,Cancelled,Order for specialty chemicals,255.0,791.27,201773.85,0.18,36319.29,238093.14,INR,,Net 90,Express Courier,Rohan Das,3.86,3.0,1.5,6.5,3.07,3.28,3.4,Communication could be improved
PO13707,SUP1320,Precision Group,2024-12-01,2024-12-15,,Cancelled,packaged snacks for production,419.0,11869.35,4973257.65,0.18,895186.38,5868444.03,INR,,Net 90,Express Courier,Meera Iyer,4.27,3.6,1.1,6.6,3.57,3.76,3.87,Communication could be improved
PO13708,SUP1111,Delta Group,2024-12-29,2025-01-14,2025-01-17,Completed,Purchase of transmissions,414.0,13910.63,5759000.82,0.18,1036620.15,6795620.97,INR,No,Net 15,Express Courier,Priya Sharma,4.58,3.4,1.2,6.9,3.08,2.59,3.42,Needs improvement in delivery time
PO13709,SUP1494,National Enterprises,2025-02-14,2025-02-28,,Pending,Purchase of tiles,348.0,22582.69,7858776.12,0.18,1414579.7,9273355.82,INR,,Net 60,Air Freight,Sanjay Gupta,4.33,4.4,2.8,4.7,3.07,2.65,3.35,Some quality concerns
PO13710,SUP1061,Excellence International,2025-04-19,2025-05-07,,Cancelled,monitors for production,436.0,27924.55,12175103.8,0.18,2191518.68,14366622.48,INR,,Due on Receipt,Rail,Anita Desai,4.38,3.2,3.6,5.0,3.45,4.56,4.13,Quality products delivered on time
PO13711,SUP1020,Modern Company,2024-12-12,2024-12-26,2025-01-04,Completed,Order for syrups,122.0,26553.08,3239475.76,0.18,583105.64,3822581.4,INR,No,Net 45,Express Courier,Priya Sharma,2.67,3.6,2.2,5.2,2.73,4.08,3.16,Needs improvement in delivery time
PO13712,SUP1124,Dynamic Associates,2025-05-11,2025-05-30,2025-06-01,Delivered,Supply of presses,143.0,5009.03,716291.29,0.18,128932.43,845223.72,INR,No,Net 45,Road Transport,Sanjay Gupta,3.97,2.2,1.1,3.3,2.12,4.58,3.56,Product quality inconsistent
PO13713,SUP1226,Titan Works,2025-06-13,2025-06-23,,Pending,Order for memory chips,496.0,39247.74,19466879.04,0.18,3504038.23,22970917.27,INR,,Due on Receipt,Road Transport,Nikhil Shah,3.76,1.7,2.0,5.5,4.22,4.89,4.29,"High quality products, reliable supplier"
PO13714,SUP1351,Orion Associates,2025-06-25,2025-07-12,,Pending,Procurement of canned goods,62.0,40934.9,2537963.8,0.18,456833.48,2994797.28,INR,,Net 60,Sea Freight,Pooja Kapoor,3.69,4.9,3.0,4.4,3.29,4.07,3.68,Delivery delays affected production
PO13715,SUP1276,Atlas Enterprises,2025-03-02,2025-03-13,,Pending,processors - industrial grade,151.0,42707.55,6448840.05,0.18,1160791.21,7609631.26,INR,,Net 90,Rail,Arjun Mehta,4.35,4.7,4.2,7.3,3.24,3.61,3.73,Quality issues noted on inspection
PO13716,SUP1213,Quantum Pvt Ltd,2025-03-14,2025-03-26,2025-03-28,Delivered,Procurement of upholstery fabrics,144.0,34628.66,4986527.04,0.18,897574.87,5884101.91,INR,No,Net 30,Express Courier,Priya Sharma,4.15,3.2,2.8,3.6,3.56,4.87,4.19,Quality products delivered on time
PO13717,SUP1339,Modern Exports,2025-06-11,2025-07-01,2025-07-05,Completed,body panels for production,170.0,29127.29,4951639.3,0.18,891295.07,5842934.37,INR,No,Net 45,Road Transport,Deepika Nair,2.78,4.3,1.4,4.8,3.3,3.8,3.29,Late delivery impacted schedule
PO13718,SUP1169,Heritage Solutions,2025-08-28,2025-09-15,2025-09-20,Completed,Purchase of tiles,87.0,30381.32,2643174.84,0.18,475771.47,3118946.31,INR,No,Net 15,Express Courier,Nikhil Shah,3.54,3.9,1.4,4.2,2.21,3.6,3.12,Needs improvement in delivery time
PO13719,SUP1392,Phoenix Traders,2025-02-18,2025-03-08,2025-03-09,Delivered,Standard order: coffee,345.0,46348.93,15990380.85,0.18,2878268.55,18868649.4,INR,No,Net 60,Rail,Arjun Mehta,3.81,4.8,2.9,4.2,3.79,4.69,4.1,Excellent quality and timely delivery
PO13720,SUP1170,Prime Exports,2025-11-05,2025-11-18,2025-11-26,Delivered,finished garments - industrial grade,104.0,7038.69,732023.76,0.18,131764.28,863788.04,INR,No,Net 90,Sea Freight,Pooja Kapoor,4.46,2.8,1.2,2.0,3.24,3.96,3.89,Quality issues noted on inspection
PO13721,SUP1444,Synergy Enterprises,2024-12-28,2025-01-12,2025-01-21,Delivered,Supply of cotton fabrics,88.0,46891.78,4126476.64,0.18,742765.8,4869242.44,INR,No,Net 15,Road Transport,Deepika Nair,4.71,4.3,4.5,3.6,3.69,4.48,4.29,Excellent quality and timely delivery
PO13722,SUP1170,Prime Exports,2024-12-08,2024-12-25,,Cancelled,Order for finished garments,387.0,26286.42,10172844.54,0.18,1831112.02,12003956.56,INR,,Net 15,Road Transport,Sneha Reddy,4.91,2.4,1.7,2.1,3.65,4.09,4.22,Consistently meets expectations
PO13723,SUP1033,Innovative Corporation,2024-12-28,2025-01-14,,Cancelled,Procurement of plumbing fixtures,40.0,38779.82,1551192.8,0.18,279214.7,1830407.5,INR,,Net 45,Road Transport,Nikhil Shah,3.7,4.4,2.8,3.1,3.7,2.99,3.46,Quality issues noted on inspection
PO13724,SUP1090,Precision Industries,2025-07-06,2025-07-16,2025-07-15,Completed,Order for antibiotics,262.0,16381.31,4291903.22,0.18,772542.58,5064445.8,INR,Yes,Net 30,Road Transport,Anita Desai,4.26,5.5,1.7,5.9,4.68,4.85,4.6,Dependable and quality-focused
PO13725,SUP1377,Innovative Company,2025-11-17,2025-11-26,2025-11-25,Delivered,Procurement of electrical fittings,245.0,22451.48,5500612.6,0.18,990110.27,6490722.87,INR,Yes,Due on Receipt,Rail,Sanjay Gupta,2.97,4.7,4.5,4.2,4.27,4.01,3.75,Communication could be improved
PO13726,SUP1285,Phoenix Systems,2025-03-15,2025-03-26,2025-03-23,Delivered,Supply of resins,440.0,7827.29,3444007.6,0.18,619921.37,4063928.97,INR,Yes,Net 15,Rail,Rohan Das,3.69,5.1,3.6,2.7,4.87,3.69,4.08,Excellent quality and timely delivery
PO13727,SUP1377,Innovative Company,2025-02-15,2025-03-07,,Pending,Standard order: electrical fittings,436.0,20639.29,8998730.44,0.18,1619771.48,10618501.92,INR,,Net 60,Air Freight,Sneha Reddy,2.9,4.3,4.5,4.0,3.72,3.81,3.48,Quality issues noted on inspection
PO13728,SUP1169,Heritage Solutions,2025-05-27,2025-06-07,2025-06-10,Completed,Procurement of bricks,159.0,13874.52,2206048.68,0.18,397088.76,2603137.44,INR,No,Net 15,Express Courier,Arjun Mehta,2.76,4.2,1.5,4.1,2.59,2.53,2.63,Communication could be improved
PO13729,SUP1025,Pioneer Company,2025-01-22,2025-02-01,2025-02-07,Completed,Purchase of monitors,475.0,31572.97,14997160.75,0.18,2699488.94,17696649.69,INR,No,Net 30,Express Courier,Deepika Nair,4.84,2.8,2.0,2.5,3.27,3.54,3.88,Needs improvement in delivery time
PO13730,SUP1089,Supreme Corporation,2025-03-05,2025-03-23,2025-03-31,Completed,Standard order: motherboards,326.0,32702.56,10661034.56,0.18,1918986.22,12580020.78,INR,No,Net 45,Express Courier,Vikram Singh,4.27,4.6,1.3,2.8,3.1,4.74,4.04,Dependable and quality-focused
PO13731,SUP1327,Metro Company,2025-04-03,2025-04-08,2025-04-08,Delivered,sauces for production,5.0,31075.99,155379.95,0.18,27968.39,183348.34,INR,Yes,Net 90,Rail,Rahul Verma,2.85,3.8,3.4,6.6,4.5,4.29,3.88,Needs improvement in delivery time
PO13732,SUP1080,Advanced Products,2025-03-10,2025-03-20,,Cancelled,Purchase of bed linens,485.0,27471.11,13323488.35,0.18,2398227.9,15721716.25,INR,,Due on Receipt,Sea Freight,Rajesh Kumar,2.87,4.9,3.8,4.0,4.34,3.62,3.61,Quality issues noted on inspection
PO13733,SUP1348,Quantum Traders,2025-02-08,2025-02-25,,Pending,Order for drilling equipment,306.0,10883.5,3330351.0,0.18,599463.18,3929814.18,INR,,Net 15,Air Freight,Priya Sharma,4.37,2.7,2.9,3.0,3.81,4.58,4.25,Dependable and quality-focused
PO13734,SUP1474,Premier Industries,2025-07-23,2025-07-31,2025-07-29,Delivered,Purchase of power supplies,149.0,42183.86,6285395.14,0.18,1131371.13,7416766.27,INR,Yes,Net 30,Sea Freight,Rahul Verma,4.35,4.0,1.0,7.0,4.84,3.52,4.24,Dependable and quality-focused
PO13735,SUP1055,Paramount Products,2025-01-13,2025-01-30,,Cancelled,assembly line equipment - industrial grade,30.0,30364.89,910946.7,0.18,163970.41,1074917.11,INR,,Net 60,Express Courier,Rahul Verma,4.67,4.4,1.4,3.8,3.99,4.91,4.52,"High quality products, reliable supplier"
PO13736,SUP1165,Beta Solutions,2025-03-18,2025-04-03,,Pending,Supply of turbines,243.0,11424.62,2776182.66,0.18,499712.88,3275895.54,INR,,Net 30,Rail,Amit Patel,4.28,3.7,2.3,2.4,3.67,3.8,3.92,Delivery delays affected production
PO13737,SUP1220,National Manufacturing,2025-05-05,2025-05-25,2025-05-24,Completed,Purchase of transformers,296.0,2829.7,837591.2,0.18,150766.42,988357.62,INR,Yes,Net 15,Air Freight,Priya Sharma,4.37,3.2,3.3,5.5,4.17,3.65,4.06,Quality products delivered on time
PO13738,SUP1359,Prime Industries,2025-11-08,2025-11-24,2025-12-01,Completed,Standard order: cameras,299.0,3788.37,1132722.63,0.18,203890.07,1336612.7,INR,No,Net 30,Rail,Sanjay Gupta,4.04,3.2,3.8,3.9,3.89,4.69,4.21,Quality products delivered on time
PO13739,SUP1130,Summit Solutions,2025-03-02,2025-03-07,,Cancelled,Procurement of finished garments,415.0,5521.5,2291422.5,0.18,412456.05,2703878.55,INR,,Net 60,Road Transport,Amit Patel,4.78,3.2,3.3,5.0,3.83,4.88,4.5,Dependable and quality-focused
PO13740,SUP1204,Prime Group,2025-01-06,2025-01-20,,Pending,Supply of clutches,403.0,8346.48,3363631.44,0.18,605453.66,3969085.1,INR,,Due on Receipt,Rail,Arjun Mehta,4.56,2.6,2.0,4.2,3.43,3.51,3.83,Delivery delays affected production
PO13741,SUP1345,Modern International,2025-11-19,2025-12-03,,Pending,Purchase of coffee,270.0,3501.44,945388.8,0.18,170169.98,1115558.78,INR,,Due on Receipt,Sea Freight,Anita Desai,4.11,3.5,3.9,6.6,4.19,4.02,4.11,"Smooth transaction, good quality"
PO13742,SUP1450,Horizon Traders,2025-05-31,2025-06-13,2025-06-13,Completed,solvents for production,395.0,32197.43,12717984.85,0.18,2289237.27,15007222.12,INR,Yes,Net 15,Express Courier,Arjun Mehta,2.87,5.3,2.4,5.1,4.77,4.53,4.06,Dependable and quality-focused
PO13743,SUP1104,Advanced Products,2025-03-30,2025-04-11,,Cancelled,Order for knitted goods,25.0,22341.72,558543.0,0.18,100537.74,659080.74,INR,,Net 15,Rail,Arjun Mehta,4.07,3.5,2.3,6.4,4.46,2.62,3.72,Delivery delays affected production
PO13744,SUP1337,Synergy Technologies,2025-10-12,2025-10-20,2025-10-26,Completed,Order for chargers,120.0,37219.68,4466361.6,0.18,803945.09,5270306.69,INR,No,Net 45,Express Courier,Amit Patel,4.71,3.0,4.7,4.6,2.75,4.8,4.09,Quality products delivered on time
PO13745,SUP1356,Excellence Works,2025-04-05,2025-04-12,,Pending,Bulk order of bed linens,62.0,11944.61,740565.82,0.18,133301.85,873867.67,INR,,Due on Receipt,Road Transport,Pooja Kapoor,2.76,2.5,1.9,2.7,3.07,3.16,3.0,Delivery delays affected production
PO13746,SUP1065,Delta Associates,2025-04-01,2025-04-10,2025-04-11,Completed,motors - industrial grade,25.0,14046.21,351155.25,0.18,63207.94,414363.19,INR,No,Net 15,Air Freight,Anita Desai,3.45,2.1,1.3,5.5,2.25,4.64,3.45,Product quality inconsistent
PO13747,SUP1032,Zenith Corporation,2025-03-31,2025-04-06,2025-04-16,Delivered,Purchase of lathes,7.0,28167.29,197171.03,0.18,35490.79,232661.82,INR,No,Due on Receipt,Sea Freight,Nikhil Shah,4.38,2.2,2.5,2.4,3.4,4.02,3.93,Delivery delays affected production
PO13748,SUP1413,United Exports,2025-09-08,2025-09-25,2025-09-28,Completed,Supply of tablets,364.0,4898.29,1782977.56,0.18,320935.96,2103913.52,INR,No,Due on Receipt,Express Courier,Kavita Joshi,3.14,3.4,4.0,3.3,2.96,4.55,3.55,Delivery delays affected production
PO13749,SUP1366,Apex Associates,2025-11-11,2025-11-16,2025-11-21,Completed,Bulk order of adhesives,442.0,27169.22,12008795.24,0.18,2161583.14,14170378.38,INR,No,Net 60,Road Transport,Amit Patel,3.94,3.5,3.7,2.8,2.04,4.83,3.6,Delayed shipment
PO13750,SUP1063,United Traders,2025-02-26,2025-03-18,2025-03-19,Completed,Purchase of processed foods,217.0,39671.33,8608678.61,0.18,1549562.15,10158240.76,INR,No,Net 60,Rail,Rohan Das,3.52,3.7,2.0,4.2,2.89,4.63,3.68,Needs improvement in delivery time
PO13751,SUP1152,Sigma Limited,2025-01-31,2025-02-10,2025-02-18,Completed,fertilizers - industrial grade,425.0,5133.21,2181614.25,0.18,392690.57,2574304.82,INR,No,Net 90,Road Transport,Priya Sharma,3.54,4.6,2.1,3.5,2.77,4.32,3.54,Below expected quality standards
PO13752,SUP1460,Atlas Solutions,2025-07-30,2025-08-14,,Cancelled,cotton fabrics - industrial grade,413.0,39267.85,16217622.05,0.18,2919171.97,19136794.02,INR,,Due on Receipt,Air Freight,Amit Patel,4.35,3.9,3.2,4.8,4.42,3.61,4.13,Consistently meets expectations
PO13753,SUP1191,Dynamic Limited,2024-12-26,2025-01-02,,Cancelled,canned goods for production,1.0,47894.15,47894.15,0.18,8620.95,56515.1,INR,,Net 90,Sea Freight,Sanjay Gupta,4.17,3.3,2.6,2.9,4.26,4.64,4.36,Consistently meets expectations
PO13754,SUP1095,Paramount Products,2025-02-25,2025-03-04,,Pending,Supply of tires,373.0,1880.9,701575.7,0.18,126283.63,827859.33,INR,,Net 15,Sea Freight,Sanjay Gupta,4.41,3.6,3.7,4.6,4.3,4.19,4.3,Reliable partner for our needs
PO13755,SUP1196,National Company,2025-07-14,2025-07-31,2025-08-03,Delivered,Order for memory chips,276.0,47287.28,13051289.28,0.18,2349232.07,15400521.35,INR,No,Net 90,Sea Freight,Meera Iyer,4.48,4.6,1.4,4.5,3.42,3.97,3.96,Late delivery impacted schedule
PO13756,SUP1088,Apex Industries,2025-06-12,2025-06-22,,Cancelled,Standard order: nutraceuticals,316.0,40996.74,12954969.84,0.18,2331894.57,15286864.41,INR,,Net 30,Rail,Rajesh Kumar,3.87,4.7,1.2,3.2,3.76,3.67,3.77,Delayed shipment
PO13757,SUP1440,Heritage Works,2025-10-02,2025-10-20,2025-10-18,Delivered,Supply of suspension parts,187.0,18405.42,3441813.54,0.18,619526.44,4061339.98,INR,Yes,Due on Receipt,Rail,Nikhil Shah,3.12,2.8,4.1,1.8,4.61,3.66,3.8,Delayed shipment
PO13758,SUP1114,Frontier Pvt Ltd,2025-11-08,2025-11-15,,Cancelled,plumbing fixtures for production,149.0,9056.1,1349358.9,0.18,242884.6,1592243.5,INR,,Net 45,Road Transport,Pooja Kapoor,3.24,2.1,3.7,4.9,4.17,4.24,3.88,Below expected quality standards
PO13759,SUP1210,International Exports,2025-08-17,2025-09-03,,Pending,Order for smartphones,243.0,38719.24,9408775.32,0.18,1693579.56,11102354.88,INR,,Due on Receipt,Rail,Rahul Verma,4.5,3.4,3.9,5.8,3.35,3.52,3.79,Below expected quality standards
PO13760,SUP1267,Delta Limited,2025-02-23,2025-03-05,,Cancelled,Order for body panels,345.0,26670.01,9201153.45,0.18,1656207.62,10857361.07,INR,,Net 15,Sea Freight,Amit Patel,4.75,1.9,3.6,7.0,4.4,4.68,4.61,Reliable partner for our needs
PO13761,SUP1238,Excellence Systems,2024-12-25,2025-01-07,,Cancelled,Procurement of industrial chemicals,427.0,39852.54,17017034.58,0.18,3063066.22,20080100.8,INR,,Net 15,Sea Freight,Nikhil Shah,4.12,4.0,3.3,5.8,4.0,4.33,4.15,Good communication and service
PO13762,SUP1261,Elite Associates,2025-11-19,2025-12-06,2025-12-16,Delivered,Supply of polymers,142.0,29138.89,4137722.38,0.18,744790.03,4882512.41,INR,No,Net 60,Road Transport,Anita Desai,4.21,5.4,4.7,2.1,3.35,4.9,4.15,Professional and responsive
PO13763,SUP1121,Apex Products,2025-10-05,2025-10-19,,Cancelled,solvents - industrial grade,32.0,19192.1,614147.2,0.18,110546.5,724693.7,INR,,Net 90,Air Freight,Vikram Singh,3.27,4.8,3.2,6.9,3.45,3.04,3.25,Below expected quality standards
PO13764,SUP1281,Pinnacle India,2024-12-16,2024-12-30,2025-01-02,Delivered,Procurement of lighting systems,356.0,32109.24,11430889.44,0.18,2057560.1,13488449.54,INR,No,Net 30,Sea Freight,Deepika Nair,3.52,1.5,3.5,4.8,2.71,4.28,3.5,Below expected quality standards
PO13765,SUP1002,Heritage Company,2025-10-12,2025-10-28,,Pending,Purchase of upholstery fabrics,421.0,10157.79,4276429.59,0.18,769757.33,5046186.92,INR,,Net 90,Express Courier,Arjun Mehta,3.88,3.0,3.5,2.0,4.49,3.57,3.98,Quality issues noted on inspection
PO13766,SUP1238,Excellence Systems,2025-03-02,2025-03-19,2025-03-20,Delivered,Standard order: adhesives,302.0,8803.61,2658690.22,0.18,478564.24,3137254.46,INR,No,Net 15,Rail,Rahul Verma,4.03,4.0,2.9,5.7,3.31,4.39,3.91,Delivery delays affected production
PO13767,SUP1034,Premier Technologies,2025-03-22,2025-03-31,2025-04-01,Completed,body panels - industrial grade,130.0,7362.56,957132.8,0.18,172283.9,1129416.7,INR,No,Net 90,Express Courier,Arjun Mehta,4.45,2.9,2.1,3.1,3.02,4.53,4.0,Good communication and service
PO13768,SUP1200,Prime Corporation,2025-07-18,2025-07-31,,Pending,Procurement of adapters,262.0,10927.45,2862991.9,0.18,515338.54,3378330.44,INR,,Net 90,Rail,Anita Desai,4.33,1.7,4.2,4.8,4.46,4.79,4.53,Good communication and service
PO13769,SUP1067,Heritage Company,2025-11-12,2025-11-19,,Cancelled,Order for LED displays,419.0,33168.47,13897588.93,0.18,2501566.01,16399154.94,INR,,Net 45,Express Courier,Amit Patel,3.04,3.9,1.8,6.5,4.36,4.79,4.06,Consistently meets expectations
PO13770,SUP1222,Apex Products,2025-03-03,2025-03-17,2025-03-22,Completed,Bulk order of spices,321.0,18417.35,5911969.35,0.18,1064154.48,6976123.83,INR,No,Net 60,Express Courier,Sneha Reddy,2.97,4.6,2.5,4.1,2.12,4.74,3.28,Late delivery impacted schedule
PO13771,SUP1189,Premier Associates,2025-02-01,2025-02-14,2025-02-15,Completed,Purchase of industrial fabrics,118.0,16703.54,1971017.72,0.18,354783.19,2325800.91,INR,No,Net 90,Sea Freight,Arjun Mehta,4.34,2.9,2.1,5.5,3.89,3.78,4.0,Good communication and service
PO13772,SUP1464,National Pvt Ltd,2025-09-06,2025-09-13,2025-09-21,Delivered,Bulk order of dairy products,144.0,48259.2,6949324.8,0.18,1250878.46,8200203.26,INR,No,Net 45,Rail,Pooja Kapoor,3.27,4.1,1.2,5.8,2.17,3.72,3.05,Needs improvement in delivery time
PO13773,SUP1320,Precision Group,2025-04-27,2025-05-02,,Pending,Purchase of packaged snacks,482.0,44156.1,21283240.2,0.18,3830983.24,25114223.44,INR,,Net 15,Rail,Sanjay Gupta,3.82,3.5,1.4,7.1,3.09,3.77,3.56,Some quality concerns
PO13774,SUP1150,Pinnacle Pvt Ltd,2025-04-01,2025-04-14,2025-04-14,Delivered,Supply of industrial robots,97.0,22267.46,2159943.62,0.18,388789.85,2548733.47,INR,Yes,Net 15,Road Transport,Nikhil Shah,4.82,5.4,1.9,6.8,4.22,4.52,4.52,"High quality products, reliable supplier"
PO13775,SUP1403,Pinnacle Exports,2025-07-03,2025-07-09,,Cancelled,Order for semiconductors,341.0,10952.12,3734672.92,0.18,672241.13,4406914.05,INR,,Net 90,Express Courier,Priya Sharma,3.9,3.9,2.3,4.0,3.99,4.68,4.19,Reliable partner for our needs
PO13776,SUP1214,Modern Works,2025-10-03,2025-10-20,2025-10-26,Delivered,Procurement of injections,168.0,49188.18,8263614.24,0.18,1487450.56,9751064.8,INR,No,Net 60,Sea Freight,Sanjay Gupta,4.12,2.7,4.2,4.8,3.83,3.88,3.94,Quality control issues
PO13777,SUP1351,Orion Associates,2025-07-12,2025-07-19,,Cancelled,canned goods for production,117.0,45230.11,5291922.87,0.18,952546.12,6244468.99,INR,,Net 60,Rail,Sanjay Gupta,3.87,4.2,3.0,4.3,4.04,3.78,3.9,Late delivery impacted schedule
PO13778,SUP1377,Innovative Company,2025-01-24,2025-02-08,2025-02-17,Completed,Procurement of electrical fittings,8.0,24070.16,192561.28,0.18,34661.03,227222.31,INR,No,Due on Receipt,Sea Freight,Rohan Das,3.5,5.1,3.9,3.3,3.87,3.59,3.65,Late delivery impacted schedule
PO13779,SUP1168,Dynamic Works,2025-09-20,2025-09-25,2025-09-22,Delivered,Purchase of adapters,451.0,25860.44,11663058.44,0.18,2099350.52,13762408.96,INR,Yes,Net 90,Sea Freight,Arjun Mehta,3.85,4.2,1.6,6.7,4.81,2.99,3.88,Quality issues noted on inspection
PO13780,SUP1213,Quantum Pvt Ltd,2025-03-25,2025-04-06,2025-04-15,Delivered,Purchase of upholstery fabrics,292.0,37229.02,10870873.84,0.18,1956757.29,12827631.13,INR,No,Net 90,Express Courier,Vikram Singh,4.4,2.9,2.7,4.6,2.16,4.99,3.85,Some quality concerns
PO13781,SUP1490,National Traders,2025-09-14,2025-09-27,,Pending,Order for catalysts,319.0,10508.29,3352144.51,0.18,603386.01,3955530.52,INR,,Net 45,Sea Freight,Meera Iyer,3.41,3.7,1.5,2.9,4.28,4.1,3.93,Delayed shipment
PO13782,SUP1112,Innovative Solutions,2025-11-01,2025-11-21,,Cancelled,Order for bearings,434.0,32464.29,14089501.86,0.18,2536110.33,16625612.19,INR,,Net 60,Air Freight,Rahul Verma,4.48,1.2,2.7,5.6,3.55,4.0,4.01,Professional and responsive
PO13783,SUP1190,Pioneer Corporation,2025-03-09,2025-03-28,2025-03-30,Completed,Procurement of CNC machines,10.0,26889.78,268897.8,0.18,48401.6,317299.4,INR,No,Due on Receipt,Air Freight,Vikram Singh,3.32,4.6,3.9,6.4,2.58,4.54,3.48,Quality issues noted on inspection
PO13784,SUP1292,Stellar Traders,2025-09-11,2025-09-25,,Cancelled,Order for windows,374.0,19299.9,7218162.6,0.18,1299269.27,8517431.87,INR,,Net 90,Road Transport,Deepika Nair,3.44,4.1,2.3,4.8,3.59,3.63,3.55,Delayed shipment
PO13785,SUP1347,Excellence India,2025-09-25,2025-10-12,2025-10-19,Completed,Procurement of presses,441.0,1207.73,532608.93,0.18,95869.61,628478.54,INR,No,Net 30,Air Freight,Rahul Verma,3.57,3.3,2.4,2.2,2.83,4.73,3.71,Quality control issues
PO13786,SUP1118,Frontier Technologies,2025-09-06,2025-09-22,,Cancelled,Procurement of presses,245.0,7978.14,1954644.3,0.18,351835.97,2306480.27,INR,,Net 60,Rail,Arjun Mehta,3.2,3.7,4.5,3.4,3.28,4.69,3.72,Quality control issues
PO13787,SUP1292,Stellar Traders,2025-08-25,2025-09-10,2025-09-08,Delivered,Purchase of insulation materials,305.0,23947.4,7303957.0,0.18,1314712.26,8618669.26,INR,Yes,Net 60,Road Transport,Rahul Verma,3.12,3.5,1.7,5.0,4.82,2.51,3.48,Quality control issues
PO13788,SUP1188,Frontier Company,2024-12-01,2024-12-14,2024-12-21,Delivered,Standard order: body panels,155.0,37123.8,5754189.0,0.18,1035754.02,6789943.02,INR,No,Due on Receipt,Express Courier,Deepika Nair,3.65,2.7,1.4,5.0,2.91,4.08,3.55,Communication could be improved
PO13789,SUP1370,Horizon Associates,2025-07-26,2025-08-06,2025-08-03,Completed,tea for production,169.0,34571.8,5842634.2,0.18,1051674.16,6894308.36,INR,Yes,Net 45,Air Freight,Vikram Singh,3.11,5.2,2.0,5.2,4.73,2.97,3.6,Communication could be improved
PO13790,SUP1096,Continental Solutions,2025-08-14,2025-08-26,,Pending,Supply of upholstery fabrics,17.0,9022.66,153385.22,0.18,27609.34,180994.56,INR,,Net 45,Rail,Nikhil Shah,3.07,3.2,3.3,3.5,4.15,4.65,3.96,Delayed shipment
PO13791,SUP1185,Nexus Systems,2025-11-25,2025-12-08,,Cancelled,Purchase of paints,414.0,7241.97,2998175.58,0.18,539671.6,3537847.18,INR,,Net 90,Air Freight,Kavita Joshi,4.59,3.6,4.0,3.3,3.76,3.97,4.11,Consistently meets expectations
